40,00
40,00
40,00
40,00
44,00
20,00
20,00
12,00
10,00
10,00
45,00
65,00
25,00
20,00
13,00
10,00
10,00
14,00
10,00
13,00
80,00
220,00
23,00
23,00
23,00
23,00
23,00
23,00
100,00
10,00
10,00
120,00
120,00
100,00
10,00
160,00
90,00
80,00
180,00
10,00
18,00
23,00
84,00
35,00
30,00
28,00
22,00
30,00
11,00
20,00
10,00
6,50
110,00
20,00
30,00
29,00
68,00
28,00
52,00
25,00
15,00
20,00
28,00
12,00
10,00
10,00
10,00
10,00
10,00
90,00
220,00
52,00
40,00
40,00
38,00
38,00
45,00
28,00
30,00
22,00
130,00
28,00
35,00
10,00
22,00
14,00
30,00
27,00
25,00
115,00
7,00
9,00
15,00
100,00
100,00
100,00
35,00
26,00
70,00
16,00
25,00
10,00
13,00
20,00
75,00
22,00
15,00
17,00
20,00
17,00
29,00
14,00
17,00
6,00
13,00
13,00
22,00
6,00
15,00
13,00
30,00
20,00
15,00
20,00
160,00
23,00
17,00
22,00
22,00
7,00
35,00
125,00
125,00
125,00
125,00
18,00
32,00
30,00
48,00
13,00
12,00
22,00
23,00
38,00
30,00
30,00
13,00
12,00
14,00
35,00
15,00
7,00
58,00
55,00
38,00
30,00
60,00
55,00
30,00
13,00
22,00
30,00
62,00
20,00
55,00
13,00
42,00
24,00
14,00
60,00
10,00
8,00
45,00
20,00
32,00
35,00
40,00
30,00
13,00
42,00
25,00
14,00
13,00
55,00
48,00
34,00
56,00
65,00
20,00
48,00
48,00
27,00
23,00
24,00
45,00
40,00
29,00
17,00
35,00
20,00
25,00
13,00
17,00
30,00
22,00
32,00
44,00
13,00
13,00
20,00
16,00
20,00
27,00
12,00
70,00
29,00
145,00
170,00
130,00
22,00
64,00
45,00
40,00
17,00
11,00
48,00
13,00
18,00
10,00
13,00
38,00
55,00
155,00
90,00
25,00
40,00
44,00
70,00
55,00
38,00
100,00
32,00
40,00
28,00
30,00
100,00
42,00
27,00
40,00
60,00
27,00
13,00
11,00
8,00
50,00
22,00
38,00
16,00
30,00
20,00
15,00
28,00
7,00
20,00
16,00
10,00
40,00
150,00
90,00
115,00
145,00
20,00
45,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
20,00
10,00
20,00
10,00
10,00
10,00
10,00
10,00
16,00
7,00
44,00
18,00
42,00
20,00
35,00
30,00
200,00
19,00
30,00
23,00
185,00
130,00
27,00
48,00
58,00
10,00
36,00
32,00
20,00
32,00
25,00
13,00
25,00
50,00
45,00
13,00
30,00
16,00
13,00
25,00
25,00
35,00
65,00
50,00
65,00
15,00
45,00
25,00
46,00
10,00
10,00
30,00
20,00
15,00
46,00
65,00
44,00
36,00
10,00
85,00
42,00
40,00
14,00
45,00
32,00
25,00
25,00
25,00
25,00
30,00
145,00
46,00
28,00
28,00
14,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
